total_position_B_60,total_position_A_60,total_xp_B_60,total_xp_A_60,total_level_B_60,total_level_A_60,total_goldEarned_B_60,total_goldEarned_A_60,total_minionsKilled_B_60,total_minionsKilled_A_60,CHAMPION_KILL_B_60,CHAMPION_KILL_A_60,WARD_PLACED_B_60,WARD_PLACED_A_60,WARD_KILL_B_60,WARD_KILL_A_60,BUILDING_KILL_B_60,BUILDING_KILL_A_60,ELITE_MONSTER_KILL_B_60,ELITE_MONSTER_KILL_A_60,ITEM_PURCHASED_B_60,ITEM_PURCHASED_A_60,ITEM_SOLD_B_60,ITEM_SOLD_A_60,ITEM_DESTROYED_B_60,ITEM_DESTROYED_A_60,ITEM_UNDO_B_60,ITEM_UNDO_A_60,SKILL_LEVEL_UP_B_60,SKILL_LEVEL_UP_A_60,win,gameDuration,gameDuration_targetlabel
,,51258.0,64104.0,63.0,72.0,42539.0,58323.0,444.0,611.0,20.0,52.0,64.0,96.0,5.0,14.0,1.0,8.0,1.0,2.0,97.0,96.0,3.0,2.0,52.0,52.0,4.0,5.0,62.0,72.0,True,28.0,1
,,88705.0,74718.0,84.0,78.0,72394.0,67077.0,902.0,835.0,41.0,38.0,149.0,55.0,10.0,25.0,6.0,6.0,4.0,4.0,122.0,110.0,6.0,5.0,71.0,53.0,3.0,6.0,87.0,78.0,False,39.0,2
,,91328.0,80864.0,86.0,80.0,74191.0,66618.0,926.0,920.0,43.0,33.0,79.0,78.0,20.0,21.0,10.0,5.0,6.0,2.0,119.0,113.0,4.0,6.0,72.0,58.0,1.0,4.0,86.0,80.0,False,39.0,2
,,28722.0,38214.0,45.0,54.0,25318.0,34941.0,278.0,401.0,11.0,17.0,10.0,20.0,0.0,1.0,0.0,7.0,0.0,3.0,59.0,39.0,0.0,0.0,24.0,21.0,4.0,0.0,45.0,54.0,True,19.0,0
,,84692.0,63466.0,82.0,71.0,72301.0,58548.0,900.0,720.0,54.0,30.0,64.0,59.0,6.0,10.0,9.0,4.0,3.0,5.0,117.0,95.0,8.0,3.0,58.0,48.0,9.0,2.0,84.0,71.0,False,32.0,2
,,60215.0,75705.0,69.0,79.0,45009.0,64028.0,593.0,775.0,15.0,48.0,283.0,58.0,9.0,7.0,0.0,9.0,1.0,5.0,87.0,84.0,3.0,3.0,38.0,48.0,4.0,1.0,68.0,79.0,True,31.0,2
,,79497.0,74317.0,81.0,77.0,68503.0,59676.0,851.0,794.0,43.0,30.0,65.0,112.0,7.0,11.0,14.0,5.0,6.0,3.0,115.0,105.0,4.0,8.0,71.0,50.0,6.0,3.0,80.0,76.0,False,33.0,2
,,91367.0,75417.0,85.0,79.0,74153.0,62676.0,938.0,741.0,45.0,36.0,126.0,312.0,15.0,11.0,8.0,6.0,8.0,1.0,101.0,115.0,8.0,6.0,57.0,56.0,8.0,3.0,88.0,79.0,False,37.0,2
,,79600.0,87746.0,81.0,83.0,65429.0,71612.0,1006.0,947.0,29.0,34.0,136.0,101.0,30.0,20.0,2.0,7.0,3.0,5.0,120.0,103.0,5.0,5.0,72.0,57.0,3.0,2.0,83.0,81.0,True,39.0,2
,,69278.0,53639.0,75.0,65.0,54135.0,44374.0,671.0,635.0,47.0,16.0,85.0,48.0,5.0,4.0,6.0,1.0,2.0,2.0,101.0,79.0,8.0,1.0,58.0,43.0,6.0,1.0,75.0,65.0,False,30.0,2
,,98140.0,81181.0,88.0,79.0,76060.0,70904.0,868.0,987.0,40.0,30.0,83.0,93.0,13.0,23.0,3.0,5.0,7.0,2.0,127.0,105.0,8.0,5.0,66.0,51.0,8.0,3.0,88.0,79.0,False,41.0,2
,,66348.0,75776.0,73.0,78.0,55967.0,62096.0,767.0,799.0,31.0,36.0,85.0,128.0,12.0,10.0,3.0,5.0,3.0,4.0,121.0,99.0,5.0,3.0,69.0,60.0,1.0,4.0,73.0,80.0,True,32.0,2
,,71622.0,75160.0,76.0,78.0,54967.0,62106.0,673.0,859.0,33.0,35.0,49.0,69.0,14.0,16.0,0.0,9.0,0.0,6.0,100.0,106.0,6.0,6.0,57.0,53.0,3.0,7.0,76.0,77.0,True,33.0,2
,,83465.0,80923.0,83.0,81.0,67882.0,63344.0,821.0,723.0,39.0,38.0,140.0,50.0,7.0,16.0,10.0,3.0,5.0,2.0,107.0,95.0,12.0,7.0,55.0,60.0,4.0,3.0,81.0,81.0,False,36.0,2
,,41010.0,35739.0,56.0,52.0,36120.0,31744.0,463.0,414.0,18.0,15.0,49.0,34.0,9.0,10.0,5.0,2.0,4.0,0.0,68.0,73.0,1.0,2.0,47.0,39.0,6.0,1.0,56.0,52.0,False,21.0,1
,,58187.0,50723.0,68.0,62.0,45942.0,41532.0,732.0,692.0,16.0,11.0,69.0,37.0,11.0,22.0,5.0,3.0,5.0,1.0,83.0,82.0,3.0,5.0,48.0,47.0,2.0,6.0,68.0,62.0,False,27.0,1
,,93047.0,114190.0,87.0,90.0,75169.0,85805.0,1166.0,1156.0,30.0,46.0,145.0,70.0,12.0,11.0,6.0,9.0,4.0,6.0,128.0,122.0,5.0,9.0,69.0,65.0,8.0,4.0,87.0,90.0,True,45.0,2
,,34693.0,43504.0,51.0,58.0,33094.0,46594.0,382.0,525.0,19.0,36.0,31.0,34.0,5.0,6.0,0.0,9.0,0.0,3.0,72.0,77.0,2.0,0.0,37.0,44.0,0.0,2.0,50.0,58.0,True,21.0,1
94134.0,87918.0,40716.0,51737.0,55.0,64.0,35342.0,45284.0,462.0,539.0,14.0,33.0,24.0,26.0,3.0,4.0,0.0,6.0,0.0,4.0,63.0,73.0,1.0,2.0,28.0,37.0,3.0,4.0,55.0,64.0,True,23.0,1
,,86778.0,72076.0,84.0,76.0,67218.0,61507.0,862.0,893.0,32.0,24.0,64.0,69.0,22.0,18.0,5.0,3.0,5.0,3.0,104.0,110.0,4.0,11.0,57.0,59.0,2.0,11.0,83.0,76.0,False,36.0,2
,,70405.0,56696.0,76.0,67.0,57264.0,43500.0,820.0,627.0,36.0,15.0,42.0,32.0,7.0,6.0,8.0,0.0,7.0,0.0,96.0,82.0,3.0,8.0,53.0,42.0,5.0,3.0,76.0,67.0,False,28.0,1
15875.0,23128.0,80532.0,75006.0,80.0,78.0,69473.0,61294.0,792.0,771.0,51.0,35.0,62.0,48.0,13.0,5.0,13.0,1.0,6.0,3.0,112.0,109.0,6.0,6.0,64.0,47.0,1.0,6.0,82.0,79.0,False,33.0,2
129173.0,124871.0,80381.0,79073.0,81.0,81.0,64354.0,67256.0,882.0,768.0,33.0,38.0,42.0,129.0,22.0,4.0,5.0,10.0,4.0,5.0,97.0,97.0,6.0,5.0,76.0,49.0,4.0,2.0,81.0,80.0,True,35.0,2
,,72404.0,75568.0,78.0,78.0,56353.0,58960.0,874.0,898.0,22.0,31.0,60.0,136.0,13.0,12.0,2.0,4.0,0.0,4.0,105.0,106.0,1.0,3.0,59.0,58.0,4.0,3.0,81.0,78.0,True,33.0,2
,,56500.0,65451.0,66.0,71.0,52722.0,58757.0,674.0,644.0,34.0,45.0,46.0,59.0,15.0,16.0,3.0,8.0,1.0,6.0,113.0,99.0,3.0,7.0,60.0,63.0,9.0,6.0,66.0,71.0,True,27.0,1
,,50060.0,39863.0,63.0,56.0,48327.0,35794.0,649.0,518.0,30.0,12.0,44.0,39.0,11.0,3.0,7.0,1.0,5.0,0.0,85.0,83.0,2.0,0.0,49.0,50.0,4.0,3.0,65.0,55.0,False,24.0,1
44175.0,10377.0,79456.0,69976.0,80.0,75.0,67274.0,53609.0,747.0,626.0,48.0,26.0,47.0,49.0,10.0,2.0,11.0,0.0,9.0,0.0,97.0,89.0,2.0,2.0,53.0,42.0,2.0,3.0,80.0,74.0,False,33.0,2
,,63705.0,79155.0,72.0,81.0,52437.0,65065.0,567.0,720.0,35.0,42.0,71.0,496.0,7.0,8.0,1.0,8.0,0.0,7.0,91.0,95.0,5.0,3.0,46.0,51.0,3.0,3.0,72.0,79.0,True,32.0,2
,,69205.0,72140.0,75.0,77.0,53557.0,69634.0,342.0,421.0,46.0,53.0,0.0,21.0,1.0,0.0,1.0,9.0,0.0,0.0,81.0,37.0,6.0,3.0,52.0,15.0,0.0,0.0,75.0,66.0,True,33.0,2
,,107090.0,104741.0,89.0,89.0,83962.0,81779.0,1021.0,949.0,54.0,51.0,508.0,67.0,10.0,6.0,5.0,3.0,5.0,3.0,136.0,144.0,12.0,8.0,68.0,76.0,5.0,6.0,92.0,89.0,False,45.0,2
,,81734.0,65230.0,82.0,72.0,62340.0,51554.0,895.0,770.0,26.0,18.0,148.0,287.0,10.0,40.0,7.0,2.0,7.0,1.0,104.0,99.0,5.0,3.0,54.0,60.0,3.0,0.0,82.0,72.0,False,35.0,2
,,61148.0,66000.0,70.0,72.0,48222.0,55246.0,755.0,633.0,21.0,35.0,62.0,55.0,20.0,7.0,0.0,6.0,2.0,3.0,93.0,84.0,6.0,4.0,50.0,43.0,1.0,1.0,69.0,75.0,True,30.0,2
,,47140.0,50477.0,61.0,63.0,41801.0,45731.0,549.0,604.0,23.0,25.0,50.0,40.0,8.0,8.0,0.0,2.0,1.0,3.0,66.0,91.0,3.0,1.0,28.0,49.0,0.0,1.0,61.0,65.0,True,24.0,1
,,35675.0,38815.0,52.0,50.0,32982.0,45539.0,265.0,216.0,17.0,38.0,0.0,14.0,1.0,0.0,0.0,4.0,0.0,0.0,57.0,23.0,7.0,0.0,32.0,15.0,0.0,0.0,52.0,50.0,True,24.0,1
,,75265.0,64710.0,79.0,72.0,61819.0,50698.0,918.0,684.0,32.0,21.0,57.0,216.0,12.0,8.0,10.0,1.0,5.0,1.0,95.0,83.0,7.0,4.0,53.0,45.0,1.0,2.0,79.0,72.0,False,32.0,2
,,56593.0,52926.0,66.0,63.0,52217.0,42178.0,617.0,510.0,37.0,22.0,34.0,34.0,12.0,6.0,8.0,1.0,6.0,0.0,80.0,101.0,2.0,2.0,42.0,57.0,3.0,1.0,66.0,63.0,False,25.0,1
,,67416.0,45815.0,74.0,59.0,58144.0,39029.0,667.0,537.0,49.0,13.0,50.0,32.0,4.0,8.0,12.0,1.0,7.0,0.0,66.0,79.0,4.0,4.0,43.0,48.0,0.0,5.0,74.0,59.0,False,26.0,1
128687.0,74817.0,80153.0,90547.0,81.0,83.0,64455.0,72297.0,890.0,915.0,36.0,50.0,70.0,115.0,20.0,10.0,2.0,11.0,3.0,2.0,107.0,111.0,7.0,5.0,55.0,60.0,2.0,3.0,81.0,83.0,True,36.0,2
133015.0,130814.0,45398.0,56079.0,60.0,65.0,34247.0,49096.0,343.0,481.0,25.0,50.0,0.0,5.0,0.0,0.0,0.0,11.0,0.0,1.0,70.0,56.0,13.0,1.0,36.0,25.0,0.0,5.0,60.0,64.0,True,25.0,1
,,50493.0,64470.0,63.0,72.0,41793.0,56020.0,307.0,329.0,19.0,35.0,0.0,22.0,1.0,0.0,6.0,1.0,0.0,0.0,67.0,31.0,7.0,3.0,43.0,27.0,0.0,0.0,63.0,55.0,True,33.0,2
,,103670.0,92490.0,89.0,87.0,86537.0,74325.0,1106.0,1050.0,47.0,34.0,124.0,103.0,46.0,37.0,7.0,1.0,6.0,5.0,131.0,139.0,14.0,9.0,75.0,76.0,8.0,4.0,89.0,86.0,False,44.0,2
,,57385.0,68233.0,68.0,73.0,49856.0,67186.0,313.0,353.0,35.0,58.0,0.0,19.0,0.0,0.0,3.0,5.0,0.0,0.0,75.0,31.0,6.0,5.0,51.0,14.0,0.0,0.0,68.0,62.0,True,33.0,2
29554.0,44153.0,114134.0,103110.0,89.0,88.0,87886.0,86590.0,1002.0,941.0,62.0,63.0,185.0,57.0,11.0,11.0,10.0,9.0,3.0,4.0,108.0,122.0,8.0,20.0,86.0,62.0,3.0,9.0,88.0,88.0,False,45.0,2
,,70996.0,84249.0,76.0,82.0,58327.0,68986.0,768.0,722.0,27.0,57.0,69.0,109.0,19.0,16.0,3.0,6.0,1.0,5.0,108.0,114.0,5.0,6.0,68.0,59.0,2.0,1.0,76.0,82.0,True,35.0,2
,,38760.0,46910.0,52.0,61.0,37950.0,43555.0,508.0,529.0,16.0,29.0,45.0,44.0,4.0,8.0,4.0,6.0,2.0,2.0,74.0,71.0,2.0,2.0,48.0,37.0,1.0,2.0,52.0,61.0,True,22.0,1
,,58641.0,70378.0,69.0,75.0,51613.0,56298.0,732.0,707.0,21.0,38.0,68.0,51.0,12.0,18.0,3.0,4.0,0.0,6.0,106.0,92.0,3.0,5.0,58.0,57.0,7.0,7.0,69.0,75.0,True,30.0,2
22956.0,50289.0,51402.0,53166.0,64.0,65.0,42817.0,47572.0,314.0,277.0,25.0,29.0,0.0,8.0,0.0,0.0,6.0,1.0,0.0,0.0,69.0,30.0,2.0,0.0,41.0,17.0,0.0,0.0,64.0,64.0,False,31.0,2
116224.0,137189.0,39002.0,51369.0,54.0,64.0,30960.0,45987.0,508.0,593.0,8.0,28.0,31.0,40.0,6.0,4.0,1.0,9.0,0.0,3.0,72.0,58.0,1.0,2.0,42.0,33.0,1.0,7.0,54.0,62.0,True,22.0,1
26168.0,45492.0,67558.0,54435.0,74.0,66.0,63241.0,44294.0,734.0,444.0,51.0,28.0,46.0,32.0,7.0,5.0,11.0,0.0,6.0,0.0,97.0,89.0,5.0,3.0,50.0,65.0,2.0,4.0,74.0,66.0,False,27.0,1
,,36591.0,38916.0,52.0,54.0,37071.0,47336.0,241.0,209.0,24.0,38.0,0.0,18.0,0.0,0.0,1.0,5.0,0.0,0.0,60.0,21.0,3.0,3.0,39.0,8.0,0.0,0.0,52.0,55.0,True,24.0,1
,,83100.0,73927.0,82.0,78.0,67657.0,58742.0,897.0,788.0,37.0,21.0,429.0,56.0,7.0,20.0,9.0,2.0,4.0,3.0,103.0,93.0,7.0,6.0,52.0,46.0,0.0,2.0,81.0,78.0,False,38.0,2
,,87125.0,79440.0,86.0,80.0,74722.0,68825.0,813.0,670.0,49.0,49.0,71.0,58.0,17.0,7.0,7.0,5.0,4.0,4.0,116.0,111.0,7.0,6.0,63.0,57.0,2.0,1.0,86.0,80.0,False,38.0,2
97830.0,126652.0,66899.0,76112.0,72.0,79.0,55590.0,63006.0,762.0,715.0,31.0,44.0,193.0,52.0,13.0,22.0,5.0,6.0,3.0,4.0,96.0,115.0,5.0,2.0,46.0,73.0,2.0,9.0,72.0,78.0,True,30.0,2
,,79521.0,70477.0,81.0,75.0,66260.0,58066.0,878.0,806.0,44.0,27.0,348.0,103.0,20.0,10.0,8.0,4.0,5.0,0.0,105.0,101.0,16.0,7.0,50.0,49.0,7.0,1.0,81.0,77.0,False,34.0,2
,,39315.0,30499.0,54.0,47.0,37709.0,23976.0,408.0,276.0,28.0,6.0,14.0,17.0,0.0,2.0,4.0,0.0,2.0,2.0,68.0,43.0,1.0,0.0,76.0,19.0,4.0,0.0,54.0,46.0,False,20.0,1
,,69302.0,81468.0,75.0,82.0,56199.0,68625.0,675.0,780.0,34.0,50.0,42.0,69.0,5.0,5.0,3.0,5.0,2.0,4.0,91.0,106.0,6.0,4.0,46.0,59.0,4.0,4.0,74.0,82.0,True,33.0,2
,,26250.0,26954.0,43.0,44.0,26882.0,37630.0,183.0,141.0,20.0,29.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,49.0,19.0,2.0,0.0,30.0,9.0,0.0,0.0,43.0,41.0,True,18.0,0
,,61169.0,80545.0,69.0,82.0,49991.0,64876.0,560.0,733.0,28.0,47.0,65.0,58.0,10.0,8.0,0.0,9.0,2.0,6.0,97.0,108.0,5.0,8.0,84.0,51.0,0.0,4.0,69.0,82.0,True,30.0,2
,,56592.0,47714.0,67.0,62.0,49236.0,39419.0,729.0,656.0,32.0,10.0,44.0,37.0,7.0,4.0,12.0,2.0,3.0,2.0,80.0,80.0,3.0,3.0,40.0,63.0,4.0,0.0,67.0,63.0,False,24.0,1
,,62505.0,75303.0,71.0,79.0,53541.0,61744.0,826.0,839.0,22.0,32.0,120.0,65.0,23.0,22.0,2.0,9.0,2.0,5.0,121.0,107.0,4.0,3.0,85.0,63.0,5.0,5.0,71.0,79.0,True,33.0,2
,,107193.0,102806.0,90.0,89.0,87609.0,84460.0,1036.0,1144.0,50.0,44.0,88.0,99.0,24.0,16.0,5.0,5.0,7.0,2.0,121.0,141.0,10.0,11.0,64.0,96.0,7.0,5.0,89.0,89.0,False,47.0,2
,,55021.0,60282.0,66.0,70.0,48753.0,54558.0,562.0,658.0,31.0,39.0,50.0,48.0,5.0,6.0,1.0,7.0,0.0,2.0,92.0,76.0,5.0,1.0,47.0,38.0,2.0,3.0,64.0,70.0,True,27.0,1
,,66451.0,69189.0,66.0,70.0,57723.0,73852.0,349.0,299.0,47.0,57.0,0.0,20.0,0.0,0.0,1.0,5.0,0.0,0.0,90.0,34.0,13.0,5.0,50.0,23.0,0.0,0.0,66.0,63.0,True,41.0,2
22446.0,31518.0,65878.0,57482.0,73.0,67.0,58532.0,48932.0,642.0,582.0,50.0,29.0,376.0,237.0,8.0,10.0,10.0,1.0,6.0,0.0,103.0,96.0,5.0,4.0,50.0,56.0,14.0,4.0,72.0,67.0,False,28.0,1
,,49818.0,62852.0,63.0,71.0,41699.0,52664.0,547.0,667.0,21.0,34.0,78.0,30.0,4.0,6.0,2.0,6.0,1.0,5.0,72.0,83.0,3.0,7.0,34.0,41.0,4.0,5.0,63.0,72.0,True,27.0,1
,,47758.0,57904.0,62.0,68.0,41697.0,53566.0,598.0,669.0,19.0,26.0,266.0,69.0,20.0,18.0,0.0,12.0,3.0,4.0,100.0,83.0,1.0,2.0,61.0,45.0,3.0,1.0,62.0,67.0,True,28.0,1
,,68225.0,62419.0,75.0,71.0,57435.0,49070.0,752.0,661.0,32.0,23.0,51.0,58.0,14.0,12.0,9.0,2.0,5.0,2.0,98.0,109.0,3.0,3.0,74.0,72.0,0.0,3.0,74.0,72.0,False,32.0,2
,,82796.0,76956.0,83.0,80.0,68857.0,65076.0,867.0,780.0,37.0,36.0,46.0,199.0,13.0,10.0,6.0,5.0,2.0,6.0,111.0,116.0,10.0,5.0,49.0,59.0,3.0,6.0,83.0,80.0,False,36.0,2
,,45100.0,38322.0,58.0,53.0,43875.0,33988.0,530.0,426.0,32.0,22.0,33.0,26.0,6.0,5.0,3.0,0.0,4.0,0.0,89.0,68.0,2.0,0.0,48.0,36.0,6.0,0.0,58.0,52.0,False,21.0,1
,,49487.0,58865.0,62.0,68.0,44615.0,50128.0,650.0,637.0,24.0,26.0,53.0,46.0,13.0,17.0,2.0,6.0,4.0,3.0,95.0,91.0,5.0,7.0,59.0,49.0,1.0,5.0,63.0,68.0,True,26.0,1
,,62044.0,48889.0,70.0,61.0,53482.0,40167.0,599.0,597.0,41.0,16.0,52.0,42.0,5.0,11.0,8.0,0.0,4.0,1.0,92.0,87.0,5.0,2.0,46.0,44.0,3.0,0.0,70.0,61.0,False,26.0,1
,,101525.0,83881.0,88.0,84.0,78470.0,69990.0,890.0,777.0,53.0,35.0,94.0,76.0,12.0,15.0,10.0,3.0,6.0,2.0,114.0,113.0,11.0,5.0,52.0,63.0,8.0,5.0,88.0,84.0,False,39.0,2
,,71299.0,75566.0,76.0,78.0,55178.0,63676.0,637.0,743.0,37.0,45.0,42.0,39.0,8.0,10.0,0.0,10.0,2.0,5.0,93.0,100.0,2.0,8.0,49.0,52.0,2.0,12.0,76.0,78.0,True,30.0,2
,,67954.0,74061.0,74.0,78.0,55580.0,62869.0,658.0,828.0,32.0,37.0,50.0,60.0,6.0,2.0,2.0,9.0,4.0,4.0,98.0,97.0,3.0,6.0,44.0,40.0,5.0,5.0,74.0,80.0,True,33.0,2
,,67871.0,76481.0,73.0,79.0,63356.0,66925.0,610.0,641.0,44.0,44.0,101.0,130.0,7.0,6.0,3.0,4.0,4.0,5.0,92.0,106.0,6.0,4.0,61.0,60.0,1.0,5.0,72.0,79.0,True,36.0,2
,,63210.0,54314.0,71.0,66.0,53177.0,45066.0,517.0,532.0,46.0,18.0,47.0,100.0,5.0,5.0,7.0,1.0,6.0,0.0,79.0,80.0,1.0,6.0,42.0,38.0,1.0,4.0,73.0,66.0,False,31.0,2
,,77835.0,67364.0,80.0,73.0,62596.0,55559.0,759.0,773.0,35.0,23.0,120.0,72.0,21.0,19.0,10.0,2.0,3.0,5.0,85.0,123.0,4.0,12.0,46.0,63.0,0.0,4.0,80.0,72.0,False,35.0,2
,,87672.0,84520.0,84.0,83.0,70323.0,72818.0,834.0,876.0,37.0,40.0,59.0,83.0,16.0,22.0,6.0,6.0,1.0,7.0,125.0,124.0,7.0,14.0,64.0,65.0,2.0,8.0,84.0,83.0,True,39.0,2
,,68100.0,92559.0,74.0,87.0,56799.0,79179.0,400.0,376.0,32.0,69.0,0.0,16.0,0.0,0.0,4.0,5.0,0.0,0.0,87.0,46.0,9.0,7.0,56.0,33.0,0.0,0.0,74.0,81.0,True,42.0,2
,,88115.0,73769.0,84.0,78.0,72519.0,65145.0,758.0,765.0,53.0,42.0,52.0,57.0,14.0,20.0,7.0,3.0,4.0,4.0,117.0,112.0,2.0,6.0,69.0,59.0,3.0,7.0,84.0,78.0,False,35.0,2
,,26374.0,36567.0,43.0,52.0,25584.0,39652.0,174.0,249.0,13.0,34.0,0.0,17.0,0.0,0.0,0.0,5.0,0.0,4.0,47.0,27.0,0.0,1.0,29.0,12.0,0.0,0.0,43.0,50.0,True,19.0,0
,,54762.0,68238.0,66.0,75.0,43048.0,57067.0,541.0,621.0,21.0,38.0,27.0,122.0,11.0,5.0,1.0,10.0,2.0,5.0,83.0,91.0,2.0,3.0,39.0,52.0,1.0,2.0,68.0,75.0,True,29.0,1
,,67960.0,76342.0,74.0,80.0,56507.0,64857.0,821.0,745.0,25.0,42.0,159.0,120.0,12.0,9.0,2.0,8.0,1.0,7.0,100.0,113.0,3.0,3.0,45.0,63.0,7.0,7.0,74.0,82.0,True,34.0,2
23970.0,17077.0,39897.0,28700.0,55.0,45.0,38434.0,22040.0,561.0,298.0,22.0,6.0,27.0,24.0,6.0,3.0,8.0,0.0,4.0,0.0,58.0,42.0,0.0,0.0,35.0,22.0,1.0,0.0,54.0,45.0,False,17.0,0
,,29523.0,42579.0,46.0,57.0,25397.0,42404.0,359.0,417.0,10.0,44.0,215.0,29.0,3.0,3.0,0.0,5.0,2.0,1.0,66.0,62.0,3.0,2.0,37.0,33.0,5.0,2.0,46.0,56.0,True,19.0,0
,,106284.0,91731.0,89.0,86.0,80254.0,74417.0,959.0,879.0,52.0,48.0,127.0,119.0,13.0,7.0,10.0,5.0,4.0,4.0,110.0,121.0,10.0,9.0,57.0,67.0,4.0,2.0,89.0,86.0,False,40.0,2
,,40502.0,45909.0,55.0,59.0,33200.0,42097.0,446.0,566.0,12.0,27.0,23.0,64.0,7.0,6.0,1.0,6.0,1.0,4.0,66.0,63.0,1.0,2.0,35.0,41.0,2.0,0.0,55.0,59.0,True,21.0,1
,,57579.0,68518.0,67.0,74.0,48217.0,58486.0,707.0,741.0,22.0,34.0,124.0,62.0,11.0,12.0,2.0,9.0,1.0,5.0,97.0,101.0,6.0,6.0,49.0,51.0,5.0,6.0,67.0,74.0,True,30.0,2
,,76657.0,82607.0,80.0,82.0,64089.0,66460.0,822.0,903.0,28.0,41.0,68.0,82.0,15.0,11.0,13.0,3.0,3.0,3.0,91.0,107.0,6.0,5.0,46.0,53.0,6.0,7.0,82.0,82.0,False,36.0,2
,,107415.0,101508.0,90.0,89.0,86498.0,79619.0,929.0,893.0,55.0,56.0,85.0,82.0,14.0,9.0,6.0,3.0,3.0,5.0,120.0,125.0,5.0,7.0,61.0,72.0,10.0,1.0,90.0,91.0,False,44.0,2
,,74275.0,58490.0,77.0,68.0,65265.0,48844.0,673.0,563.0,58.0,24.0,54.0,41.0,8.0,5.0,8.0,2.0,6.0,1.0,89.0,103.0,2.0,20.0,45.0,51.0,3.0,2.0,77.0,67.0,False,32.0,2
,,33413.0,27206.0,50.0,44.0,29112.0,27894.0,260.0,118.0,11.0,10.0,0.0,22.0,3.0,0.0,6.0,0.0,0.0,0.0,42.0,13.0,1.0,0.0,26.0,4.0,0.0,0.0,50.0,44.0,False,21.0,1
,,88216.0,75246.0,85.0,78.0,75664.0,65248.0,837.0,705.0,55.0,41.0,59.0,58.0,8.0,1.0,9.0,2.0,5.0,3.0,103.0,109.0,5.0,6.0,50.0,57.0,4.0,3.0,85.0,78.0,False,36.0,2
,,68249.0,78650.0,74.0,81.0,57960.0,57931.0,727.0,616.0,32.0,46.0,47.0,70.0,22.0,15.0,7.0,4.0,5.0,3.0,102.0,109.0,5.0,4.0,64.0,67.0,4.0,3.0,73.0,84.0,True,31.0,2
,,105042.0,83982.0,90.0,83.0,85335.0,76804.0,889.0,832.0,57.0,47.0,79.0,73.0,19.0,24.0,7.0,6.0,7.0,3.0,123.0,117.0,8.0,13.0,61.0,56.0,11.0,4.0,90.0,83.0,False,45.0,2
,,101092.0,87085.0,90.0,86.0,79609.0,71494.0,979.0,930.0,43.0,34.0,78.0,73.0,20.0,15.0,8.0,5.0,6.0,3.0,112.0,119.0,10.0,9.0,56.0,63.0,7.0,1.0,90.0,86.0,False,43.0,2
,,69301.0,50679.0,75.0,63.0,62094.0,45096.0,657.0,644.0,46.0,16.0,126.0,48.0,7.0,10.0,7.0,1.0,5.0,0.0,86.0,86.0,5.0,4.0,45.0,51.0,6.0,2.0,75.0,63.0,False,31.0,2
,,76752.0,63178.0,78.0,71.0,61067.0,51322.0,856.0,807.0,29.0,21.0,55.0,64.0,16.0,16.0,9.0,2.0,6.0,1.0,100.0,89.0,8.0,5.0,51.0,49.0,2.0,0.0,78.0,71.0,False,31.0,2
,,21240.0,32740.0,36.0,49.0,19064.0,32845.0,231.0,374.0,4.0,28.0,9.0,172.0,1.0,1.0,0.0,6.0,0.0,3.0,38.0,49.0,1.0,1.0,19.0,30.0,1.0,5.0,35.0,47.0,True,17.0,0
,,72290.0,68355.0,76.0,74.0,58491.0,53113.0,808.0,745.0,32.0,21.0,60.0,428.0,47.0,7.0,12.0,2.0,3.0,5.0,92.0,94.0,3.0,1.0,64.0,47.0,2.0,3.0,76.0,74.0,False,33.0,2
,,67866.0,78983.0,74.0,81.0,55335.0,68510.0,710.0,793.0,28.0,46.0,130.0,232.0,23.0,22.0,1.0,8.0,2.0,5.0,109.0,120.0,6.0,8.0,77.0,69.0,0.0,6.0,74.0,80.0,True,35.0,2
,,68720.0,62768.0,74.0,71.0,62982.0,60631.0,659.0,626.0,45.0,40.0,44.0,31.0,5.0,12.0,8.0,5.0,3.0,2.0,102.0,89.0,6.0,3.0,59.0,58.0,4.0,0.0,73.0,71.0,False,30.0,2
,,63454.0,72110.0,70.0,77.0,53688.0,61183.0,716.0,828.0,28.0,35.0,46.0,60.0,13.0,9.0,2.0,10.0,1.0,4.0,91.0,94.0,5.0,3.0,40.0,48.0,1.0,1.0,70.0,77.0,True,31.0,2
,,109725.0,118411.0,89.0,90.0,89918.0,91920.0,1066.0,1083.0,54.0,51.0,93.0,147.0,29.0,22.0,8.0,6.0,5.0,4.0,127.0,142.0,11.0,9.0,73.0,80.0,1.0,10.0,91.0,90.0,False,49.0,2
,,69236.0,53110.0,75.0,65.0,58221.0,47802.0,650.0,645.0,39.0,21.0,46.0,34.0,16.0,10.0,5.0,3.0,6.0,1.0,95.0,90.0,3.0,5.0,81.0,45.0,8.0,0.0,74.0,65.0,False,29.0,1
,,65721.0,51581.0,73.0,64.0,58934.0,46438.0,679.0,515.0,44.0,25.0,456.0,78.0,16.0,9.0,10.0,1.0,6.0,1.0,80.0,94.0,4.0,1.0,33.0,54.0,2.0,1.0,73.0,64.0,False,26.0,1
