total_position_B_60,total_position_A_60,total_xp_B_60,total_xp_A_60,total_level_B_60,total_level_A_60,total_goldEarned_B_60,total_goldEarned_A_60,total_minionsKilled_B_60,total_minionsKilled_A_60,CHAMPION_KILL_B_60,CHAMPION_KILL_A_60,WARD_PLACED_B_60,WARD_PLACED_A_60,WARD_KILL_B_60,WARD_KILL_A_60,BUILDING_KILL_B_60,BUILDING_KILL_A_60,ELITE_MONSTER_KILL_B_60,ELITE_MONSTER_KILL_A_60,ITEM_PURCHASED_B_60,ITEM_PURCHASED_A_60,ITEM_SOLD_B_60,ITEM_SOLD_A_60,ITEM_DESTROYED_B_60,ITEM_DESTROYED_A_60,ITEM_UNDO_B_60,ITEM_UNDO_A_60,SKILL_LEVEL_UP_B_60,SKILL_LEVEL_UP_A_60,win,gameDuration,gameDuration_targetlabel
,,78696.0,71940.0,80.0,76.0,66565.0,55220.0,800.0,675.0,44.0,34.0,112.0,56.0,16.0,17.0,11.0,1.0,4.0,4.0,117.0,132.0,9.0,5.0,64.0,77.0,2.0,3.0,82.0,75.0,False,33.0,2
,,58089.0,63611.0,68.0,72.0,50938.0,57682.0,657.0,608.0,28.0,36.0,60.0,53.0,11.0,15.0,2.0,9.0,0.0,4.0,106.0,97.0,2.0,4.0,57.0,55.0,3.0,3.0,66.0,72.0,True,31.0,2
,,65582.0,56117.0,72.0,67.0,56058.0,52138.0,683.0,626.0,42.0,32.0,58.0,42.0,5.0,8.0,7.0,1.0,5.0,0.0,103.0,94.0,2.0,3.0,48.0,69.0,6.0,7.0,71.0,67.0,False,27.0,1
,,83573.0,71404.0,82.0,76.0,68469.0,57727.0,811.0,802.0,46.0,24.0,368.0,45.0,9.0,17.0,7.0,0.0,6.0,3.0,109.0,114.0,1.0,2.0,55.0,52.0,3.0,2.0,85.0,78.0,False,35.0,2
,,64021.0,55708.0,72.0,66.0,56043.0,48534.0,743.0,705.0,31.0,17.0,143.0,55.0,18.0,49.0,7.0,1.0,3.0,1.0,108.0,99.0,8.0,3.0,54.0,52.0,7.0,1.0,71.0,66.0,False,30.0,2
,,59155.0,47955.0,69.0,62.0,50788.0,40959.0,634.0,610.0,34.0,12.0,106.0,49.0,17.0,31.0,5.0,2.0,1.0,3.0,96.0,102.0,5.0,3.0,42.0,61.0,3.0,1.0,68.0,62.0,False,28.0,1
,,32566.0,30914.0,49.0,47.0,30271.0,23983.0,244.0,164.0,24.0,12.0,0.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,37.0,18.0,0.0,0.0,37.0,6.0,0.0,0.0,49.0,44.0,False,20.0,1
45804.0,44840.0,96498.0,93536.0,88.0,87.0,75617.0,79028.0,900.0,919.0,47.0,56.0,159.0,414.0,15.0,14.0,7.0,6.0,6.0,0.0,147.0,122.0,7.0,8.0,89.0,59.0,6.0,3.0,90.0,90.0,False,40.0,2
22399.0,26161.0,85854.0,73035.0,83.0,77.0,69426.0,60246.0,867.0,784.0,45.0,27.0,62.0,64.0,18.0,12.0,8.0,4.0,5.0,2.0,107.0,112.0,5.0,10.0,84.0,46.0,3.0,8.0,83.0,77.0,False,32.0,2
,,60137.0,53585.0,69.0,65.0,52983.0,44122.0,704.0,619.0,30.0,20.0,48.0,46.0,12.0,9.0,10.0,1.0,4.0,2.0,101.0,101.0,2.0,3.0,57.0,57.0,2.0,0.0,69.0,64.0,False,29.0,1
,,46649.0,60979.0,60.0,70.0,38311.0,51879.0,569.0,665.0,14.0,33.0,42.0,42.0,7.0,5.0,0.0,10.0,2.0,5.0,78.0,76.0,0.0,3.0,36.0,41.0,1.0,3.0,62.0,71.0,True,25.0,1
,,107233.0,90501.0,89.0,87.0,82042.0,75160.0,1041.0,997.0,49.0,32.0,246.0,83.0,18.0,60.0,3.0,9.0,7.0,3.0,114.0,119.0,8.0,7.0,53.0,63.0,6.0,2.0,89.0,87.0,True,46.0,2
,,104248.0,94632.0,89.0,86.0,85401.0,78566.0,993.0,1117.0,45.0,30.0,93.0,96.0,27.0,25.0,3.0,5.0,7.0,5.0,124.0,118.0,6.0,5.0,63.0,61.0,3.0,2.0,91.0,86.0,False,47.0,2
,,54441.0,67774.0,65.0,75.0,43522.0,56521.0,599.0,649.0,17.0,45.0,85.0,42.0,8.0,20.0,0.0,3.0,2.0,3.0,94.0,94.0,3.0,3.0,49.0,50.0,1.0,0.0,65.0,77.0,True,28.0,1
129242.0,114645.0,30276.0,45415.0,46.0,59.0,25551.0,49263.0,138.0,298.0,10.0,48.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,25.0,22.0,0.0,0.0,20.0,4.0,0.0,0.0,46.0,58.0,True,24.0,1
,,80166.0,81182.0,81.0,82.0,72523.0,68190.0,791.0,704.0,51.0,39.0,510.0,57.0,16.0,12.0,9.0,4.0,7.0,2.0,124.0,126.0,9.0,6.0,68.0,90.0,6.0,6.0,81.0,82.0,False,37.0,2
,,112862.0,107869.0,90.0,90.0,86914.0,80225.0,1071.0,1062.0,57.0,43.0,87.0,79.0,11.0,14.0,13.0,3.0,7.0,4.0,121.0,134.0,9.0,6.0,60.0,70.0,6.0,4.0,90.0,90.0,False,43.0,2
120859.0,116120.0,39085.0,43897.0,54.0,57.0,35716.0,44407.0,436.0,517.0,22.0,24.0,225.0,42.0,7.0,14.0,1.0,8.0,3.0,1.0,80.0,87.0,4.0,3.0,44.0,47.0,0.0,5.0,55.0,57.0,True,22.0,1
131519.0,99102.0,27220.0,44919.0,45.0,58.0,20278.0,45548.0,63.0,256.0,6.0,55.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,25.0,29.0,0.0,0.0,20.0,9.0,0.0,0.0,45.0,57.0,True,21.0,1
23056.0,36916.0,46050.0,36847.0,60.0,52.0,37365.0,25907.0,367.0,155.0,22.0,7.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,46.0,11.0,2.0,0.0,32.0,6.0,0.0,0.0,60.0,51.0,False,25.0,1
,,27045.0,36320.0,46.0,52.0,25796.0,45403.0,137.0,210.0,16.0,42.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,55.0,21.0,1.0,0.0,30.0,13.0,0.0,0.0,46.0,50.0,True,20.0,1
,,101522.0,94124.0,88.0,86.0,82283.0,73990.0,1021.0,969.0,51.0,38.0,68.0,225.0,32.0,23.0,7.0,2.0,4.0,4.0,124.0,117.0,6.0,6.0,64.0,63.0,3.0,2.0,88.0,86.0,False,42.0,2
,,72112.0,81208.0,76.0,82.0,61232.0,70668.0,686.0,733.0,40.0,45.0,85.0,57.0,9.0,23.0,2.0,7.0,2.0,6.0,126.0,105.0,6.0,3.0,68.0,60.0,10.0,4.0,76.0,79.0,True,35.0,2
104308.0,124846.0,68148.0,83856.0,74.0,84.0,61199.0,70209.0,688.0,692.0,36.0,50.0,118.0,253.0,18.0,13.0,6.0,4.0,2.0,7.0,118.0,127.0,2.0,7.0,66.0,73.0,2.0,4.0,76.0,84.0,True,34.0,2
,,66947.0,54389.0,74.0,65.0,60410.0,49799.0,668.0,604.0,43.0,31.0,109.0,78.0,26.0,23.0,7.0,3.0,5.0,2.0,104.0,101.0,4.0,1.0,58.0,58.0,6.0,0.0,72.0,65.0,False,28.0,1
,,28597.0,43358.0,45.0,57.0,25421.0,41263.0,367.0,505.0,4.0,32.0,21.0,21.0,1.0,3.0,0.0,9.0,0.0,3.0,63.0,55.0,1.0,1.0,32.0,40.0,1.0,0.0,45.0,56.0,True,20.0,1
,,88408.0,93700.0,86.0,86.0,70186.0,74545.0,999.0,1024.0,40.0,31.0,177.0,76.0,22.0,21.0,3.0,6.0,2.0,7.0,123.0,121.0,10.0,5.0,66.0,62.0,4.0,0.0,86.0,86.0,True,39.0,2
,,45382.0,33147.0,59.0,49.0,42862.0,27167.0,630.0,419.0,29.0,5.0,33.0,38.0,5.0,4.0,8.0,0.0,5.0,0.0,73.0,57.0,0.0,1.0,39.0,28.0,4.0,2.0,60.0,49.0,False,20.0,1
,,45709.0,39919.0,60.0,54.0,37602.0,29497.0,317.0,228.0,26.0,13.0,436.0,4.0,1.0,0.0,8.0,0.0,0.0,0.0,49.0,24.0,0.0,1.0,35.0,10.0,0.0,0.0,60.0,54.0,False,25.0,1
,,75990.0,64880.0,79.0,71.0,65225.0,58443.0,717.0,671.0,41.0,34.0,99.0,58.0,7.0,16.0,8.0,5.0,7.0,2.0,123.0,117.0,8.0,7.0,62.0,57.0,5.0,6.0,79.0,71.0,False,33.0,2
,,65064.0,70671.0,67.0,72.0,49221.0,64516.0,361.0,295.0,23.0,40.0,0.0,9.0,1.0,0.0,1.0,5.0,0.0,0.0,83.0,26.0,10.0,0.0,45.0,15.0,0.0,0.0,67.0,67.0,True,40.0,2
,,99763.0,109671.0,89.0,89.0,80474.0,87016.0,1086.0,1142.0,39.0,38.0,81.0,90.0,21.0,16.0,5.0,10.0,4.0,7.0,129.0,137.0,4.0,10.0,73.0,82.0,3.0,4.0,89.0,89.0,True,47.0,2
,,63085.0,67579.0,71.0,75.0,53403.0,55558.0,647.0,575.0,35.0,35.0,41.0,30.0,1.0,1.0,4.0,5.0,2.0,3.0,74.0,97.0,6.0,3.0,34.0,44.0,2.0,2.0,71.0,74.0,True,30.0,2
,,59829.0,67680.0,70.0,74.0,47299.0,56758.0,621.0,747.0,24.0,31.0,50.0,48.0,2.0,5.0,0.0,11.0,1.0,4.0,89.0,91.0,1.0,2.0,46.0,50.0,3.0,3.0,70.0,73.0,True,30.0,2
,,56738.0,62837.0,67.0,71.0,51736.0,56520.0,495.0,625.0,34.0,45.0,37.0,78.0,6.0,10.0,1.0,10.0,1.0,3.0,111.0,88.0,5.0,2.0,61.0,48.0,6.0,0.0,67.0,71.0,True,28.0,1
,,43210.0,59077.0,55.0,68.0,40401.0,52914.0,456.0,636.0,25.0,36.0,35.0,34.0,2.0,5.0,0.0,8.0,1.0,4.0,80.0,88.0,3.0,4.0,41.0,45.0,4.0,5.0,54.0,68.0,True,25.0,1
,,27510.0,42275.0,44.0,56.0,24388.0,42132.0,191.0,322.0,11.0,55.0,316.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,56.0,33.0,2.0,1.0,31.0,14.0,0.0,1.0,44.0,53.0,True,21.0,1
,,95816.0,116890.0,87.0,90.0,80302.0,91013.0,965.0,1041.0,46.0,49.0,151.0,155.0,33.0,29.0,7.0,10.0,5.0,6.0,139.0,129.0,10.0,18.0,78.0,65.0,4.0,9.0,87.0,90.0,True,44.0,2
39697.0,32920.0,67382.0,60538.0,74.0,71.0,58232.0,52270.0,622.0,696.0,40.0,28.0,94.0,47.0,12.0,9.0,6.0,0.0,3.0,2.0,116.0,113.0,6.0,4.0,63.0,65.0,4.0,3.0,74.0,71.0,False,30.0,2
,,81756.0,66031.0,82.0,73.0,68182.0,55636.0,747.0,653.0,53.0,32.0,61.0,51.0,9.0,13.0,7.0,1.0,5.0,1.0,115.0,133.0,10.0,7.0,55.0,59.0,8.0,20.0,81.0,73.0,False,35.0,2
,,90678.0,84793.0,86.0,84.0,79542.0,75997.0,733.0,795.0,53.0,52.0,67.0,74.0,14.0,16.0,10.0,5.0,3.0,4.0,126.0,117.0,4.0,7.0,69.0,56.0,5.0,2.0,86.0,84.0,False,41.0,2
,,115719.0,119800.0,90.0,90.0,91690.0,93971.0,1201.0,1199.0,50.0,58.0,91.0,78.0,13.0,11.0,6.0,11.0,3.0,7.0,134.0,139.0,10.0,14.0,75.0,83.0,4.0,4.0,90.0,90.0,True,46.0,2
,,118620.0,110154.0,90.0,88.0,95354.0,91995.0,1046.0,1057.0,52.0,57.0,105.0,95.0,18.0,18.0,12.0,5.0,7.0,4.0,153.0,128.0,9.0,12.0,85.0,75.0,11.0,8.0,90.0,88.0,False,55.0,2
129929.0,126025.0,31417.0,38046.0,48.0,54.0,29527.0,44156.0,196.0,198.0,15.0,34.0,0.0,11.0,1.0,0.0,1.0,6.0,0.0,0.0,51.0,30.0,2.0,0.0,28.0,12.0,0.0,0.0,48.0,53.0,True,22.0,1
,,62695.0,48657.0,71.0,61.0,55801.0,41783.0,680.0,584.0,37.0,21.0,233.0,61.0,10.0,1.0,7.0,0.0,6.0,0.0,91.0,90.0,3.0,5.0,70.0,43.0,2.0,3.0,71.0,61.0,False,26.0,1
,,96364.0,97070.0,86.0,89.0,74390.0,79270.0,776.0,882.0,53.0,55.0,72.0,189.0,52.0,12.0,4.0,8.0,1.0,6.0,132.0,109.0,6.0,8.0,69.0,51.0,1.0,10.0,86.0,89.0,True,40.0,2
,,37788.0,46691.0,54.0,59.0,30132.0,50023.0,170.0,238.0,14.0,48.0,0.0,11.0,0.0,0.0,2.0,7.0,0.0,0.0,54.0,26.0,1.0,0.0,31.0,12.0,0.0,0.0,54.0,59.0,True,25.0,1
130650.0,122729.0,46929.0,64690.0,60.0,71.0,32976.0,56892.0,223.0,291.0,9.0,56.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,63.0,31.0,2.0,0.0,38.0,18.0,0.0,0.0,60.0,67.0,True,31.0,2
,,73624.0,84415.0,77.0,82.0,63094.0,64399.0,759.0,709.0,42.0,45.0,94.0,45.0,4.0,6.0,5.0,5.0,3.0,5.0,106.0,96.0,7.0,6.0,48.0,47.0,0.0,0.0,77.0,82.0,True,35.0,2
131151.0,127079.0,36277.0,52651.0,52.0,64.0,30631.0,54298.0,146.0,394.0,21.0,62.0,0.0,19.0,0.0,0.0,0.0,6.0,0.0,7.0,78.0,32.0,6.0,2.0,41.0,20.0,0.0,2.0,52.0,63.0,True,24.0,1
,,90623.0,87970.0,85.0,85.0,76569.0,69547.0,881.0,818.0,52.0,36.0,60.0,110.0,14.0,15.0,13.0,3.0,7.0,3.0,112.0,124.0,6.0,6.0,56.0,59.0,6.0,6.0,84.0,89.0,False,39.0,2
,,67496.0,81614.0,75.0,82.0,59855.0,70222.0,727.0,816.0,33.0,45.0,42.0,73.0,15.0,12.0,3.0,8.0,3.0,6.0,118.0,105.0,8.0,3.0,59.0,61.0,8.0,1.0,77.0,82.0,True,32.0,2
,,75384.0,62251.0,77.0,71.0,67019.0,54459.0,732.0,637.0,43.0,29.0,56.0,73.0,13.0,13.0,6.0,2.0,5.0,3.0,111.0,99.0,5.0,5.0,53.0,53.0,2.0,4.0,77.0,71.0,False,33.0,2
,,103362.0,102666.0,89.0,90.0,81431.0,80502.0,1037.0,947.0,44.0,43.0,90.0,94.0,24.0,14.0,4.0,5.0,8.0,2.0,126.0,133.0,6.0,12.0,71.0,61.0,1.0,5.0,89.0,90.0,True,44.0,2
39712.0,49870.0,81481.0,74018.0,82.0,78.0,67837.0,66214.0,802.0,820.0,43.0,41.0,61.0,63.0,19.0,7.0,8.0,6.0,4.0,3.0,101.0,122.0,6.0,4.0,51.0,75.0,3.0,1.0,81.0,80.0,False,33.0,2
128234.0,121363.0,40210.0,53089.0,54.0,64.0,30904.0,47875.0,217.0,293.0,16.0,41.0,0.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,58.0,33.0,1.0,0.0,32.0,13.0,0.0,0.0,54.0,62.0,True,25.0,1
,,77279.0,60532.0,79.0,69.0,60895.0,48115.0,716.0,679.0,42.0,19.0,48.0,57.0,11.0,8.0,9.0,2.0,6.0,1.0,104.0,106.0,2.0,6.0,64.0,64.0,1.0,10.0,81.0,69.0,False,31.0,2
20206.0,8404.0,79585.0,71346.0,82.0,75.0,65188.0,61171.0,789.0,926.0,43.0,29.0,92.0,101.0,16.0,15.0,4.0,5.0,4.0,3.0,113.0,106.0,6.0,6.0,59.0,59.0,7.0,3.0,82.0,75.0,False,35.0,2
,,68109.0,59111.0,74.0,68.0,57446.0,46848.0,667.0,497.0,43.0,29.0,119.0,215.0,8.0,64.0,9.0,0.0,3.0,1.0,81.0,73.0,1.0,1.0,38.0,35.0,2.0,2.0,74.0,68.0,False,29.0,1
,,45024.0,38867.0,59.0,54.0,41121.0,38246.0,540.0,419.0,21.0,21.0,213.0,45.0,4.0,5.0,5.0,1.0,0.0,2.0,73.0,86.0,2.0,3.0,42.0,42.0,1.0,1.0,59.0,55.0,False,23.0,1
16970.0,14658.0,58750.0,49651.0,68.0,62.0,53141.0,39887.0,713.0,601.0,28.0,15.0,42.0,45.0,11.0,5.0,11.0,0.0,5.0,1.0,97.0,92.0,4.0,3.0,49.0,40.0,8.0,3.0,68.0,62.0,False,25.0,1
,,53862.0,60965.0,65.0,69.0,49663.0,57497.0,541.0,658.0,33.0,42.0,40.0,43.0,3.0,3.0,1.0,7.0,0.0,5.0,94.0,83.0,5.0,3.0,52.0,43.0,3.0,4.0,65.0,69.0,True,27.0,1
26381.0,37499.0,74594.0,68898.0,79.0,75.0,62417.0,60853.0,691.0,699.0,39.0,35.0,156.0,65.0,21.0,18.0,7.0,4.0,4.0,3.0,105.0,114.0,4.0,8.0,60.0,57.0,0.0,5.0,79.0,74.0,False,35.0,2
,,65856.0,78928.0,73.0,79.0,61588.0,66053.0,680.0,588.0,42.0,51.0,505.0,171.0,4.0,4.0,5.0,7.0,5.0,3.0,115.0,93.0,9.0,5.0,60.0,46.0,4.0,1.0,73.0,79.0,True,35.0,2
,,61065.0,48210.0,69.0,61.0,58734.0,43372.0,732.0,619.0,39.0,16.0,47.0,58.0,14.0,5.0,9.0,2.0,4.0,1.0,102.0,97.0,5.0,5.0,51.0,65.0,4.0,1.0,69.0,61.0,False,29.0,1
,,95231.0,94063.0,87.0,84.0,84156.0,99944.0,519.0,408.0,68.0,88.0,0.0,24.0,0.0,0.0,3.0,5.0,0.0,0.0,87.0,44.0,11.0,0.0,56.0,34.0,0.0,0.0,87.0,82.0,False,54.0,2
33733.0,28506.0,41233.0,34890.0,56.0,51.0,40579.0,31623.0,520.0,436.0,30.0,14.0,32.0,58.0,7.0,9.0,5.0,1.0,2.0,1.0,81.0,80.0,5.0,6.0,46.0,40.0,3.0,2.0,56.0,51.0,False,19.0,0
,,95575.0,81780.0,89.0,84.0,77647.0,70401.0,1016.0,871.0,39.0,35.0,67.0,276.0,6.0,3.0,9.0,10.0,4.0,6.0,121.0,109.0,8.0,4.0,61.0,49.0,6.0,2.0,88.0,82.0,False,40.0,2
,,67397.0,78360.0,74.0,80.0,54915.0,67994.0,692.0,886.0,28.0,36.0,115.0,62.0,8.0,23.0,2.0,8.0,1.0,7.0,114.0,123.0,3.0,15.0,62.0,75.0,6.0,10.0,74.0,77.0,True,35.0,2
,,56789.0,42828.0,67.0,57.0,48665.0,32307.0,720.0,504.0,27.0,8.0,52.0,47.0,17.0,10.0,14.0,0.0,5.0,0.0,87.0,73.0,2.0,0.0,47.0,40.0,5.0,0.0,67.0,58.0,False,24.0,1
,,87993.0,81406.0,82.0,81.0,69379.0,61852.0,1011.0,950.0,28.0,22.0,78.0,73.0,27.0,6.0,10.0,2.0,6.0,1.0,123.0,124.0,6.0,6.0,67.0,69.0,2.0,6.0,82.0,81.0,False,39.0,2
32342.0,24139.0,98628.0,89341.0,88.0,86.0,77911.0,71753.0,1000.0,942.0,34.0,43.0,187.0,95.0,27.0,32.0,9.0,2.0,7.0,3.0,116.0,142.0,4.0,8.0,71.0,83.0,0.0,8.0,87.0,88.0,False,41.0,2
,,46950.0,42018.0,60.0,56.0,42702.0,36771.0,465.0,409.0,31.0,18.0,20.0,36.0,3.0,1.0,8.0,2.0,1.0,4.0,70.0,68.0,8.0,1.0,39.0,34.0,8.0,3.0,59.0,56.0,False,22.0,1
103835.0,115921.0,45801.0,56598.0,59.0,67.0,41443.0,55730.0,501.0,507.0,23.0,52.0,57.0,56.0,1.0,3.0,1.0,9.0,0.0,4.0,97.0,84.0,4.0,4.0,55.0,43.0,3.0,0.0,59.0,69.0,True,24.0,1
,,77416.0,72056.0,79.0,76.0,62516.0,55297.0,716.0,665.0,49.0,27.0,116.0,106.0,3.0,7.0,9.0,2.0,3.0,2.0,100.0,104.0,7.0,7.0,52.0,46.0,5.0,8.0,79.0,76.0,False,33.0,2
,,30386.0,46929.0,47.0,59.0,24963.0,49695.0,165.0,264.0,7.0,47.0,0.0,11.0,0.0,0.0,0.0,6.0,0.0,0.0,62.0,22.0,0.0,0.0,34.0,7.0,0.0,0.0,47.0,59.0,True,23.0,1
126017.0,89625.0,30583.0,44162.0,47.0,58.0,28603.0,48777.0,165.0,263.0,19.0,47.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,55.0,35.0,3.0,0.0,29.0,16.0,0.0,0.0,47.0,57.0,True,21.0,1
,,48434.0,55586.0,61.0,65.0,45587.0,56948.0,243.0,209.0,35.0,52.0,0.0,22.0,0.0,0.0,1.0,4.0,0.0,0.0,77.0,29.0,4.0,0.0,45.0,18.0,0.0,0.0,61.0,64.0,True,30.0,2
119040.0,70031.0,47764.0,59811.0,61.0,68.0,38929.0,56908.0,265.0,336.0,15.0,52.0,0.0,9.0,0.0,0.0,1.0,7.0,0.0,0.0,71.0,25.0,9.0,0.0,38.0,10.0,0.0,0.0,61.0,67.0,True,32.0,2
,,76070.0,73336.0,79.0,78.0,63868.0,64634.0,727.0,817.0,42.0,38.0,104.0,202.0,75.0,23.0,6.0,5.0,2.0,3.0,125.0,115.0,4.0,4.0,72.0,59.0,7.0,2.0,79.0,78.0,False,34.0,2
,,38020.0,41283.0,53.0,56.0,28467.0,39301.0,202.0,204.0,9.0,23.0,0.0,8.0,2.0,0.0,3.0,1.0,0.0,0.0,52.0,22.0,0.0,0.0,30.0,10.0,0.0,0.0,53.0,56.0,False,24.0,1
,,37328.0,47898.0,53.0,59.0,32406.0,47288.0,244.0,291.0,21.0,46.0,0.0,17.0,0.0,0.0,1.0,7.0,0.0,0.0,61.0,34.0,1.0,0.0,34.0,16.0,0.0,0.0,53.0,59.0,True,24.0,1
,,53011.0,44691.0,64.0,58.0,46778.0,34286.0,602.0,490.0,27.0,15.0,43.0,33.0,8.0,4.0,12.0,0.0,4.0,1.0,76.0,78.0,3.0,0.0,39.0,48.0,3.0,0.0,63.0,58.0,False,23.0,1
,,30916.0,42796.0,49.0,56.0,28485.0,49396.0,193.0,234.0,13.0,46.0,0.0,12.0,1.0,0.0,0.0,3.0,0.0,0.0,59.0,33.0,7.0,0.0,29.0,11.0,0.0,0.0,49.0,55.0,True,25.0,1
116396.0,97487.0,83852.0,84768.0,83.0,83.0,72393.0,69450.0,802.0,779.0,52.0,40.0,75.0,141.0,16.0,6.0,4.0,10.0,4.0,5.0,120.0,122.0,9.0,9.0,55.0,63.0,11.0,2.0,82.0,82.0,True,37.0,2
,,65164.0,53840.0,73.0,64.0,58057.0,48335.0,769.0,629.0,40.0,22.0,59.0,208.0,10.0,9.0,4.0,5.0,3.0,4.0,102.0,102.0,2.0,8.0,101.0,52.0,6.0,5.0,73.0,64.0,False,27.0,1
119781.0,126064.0,80004.0,92776.0,80.0,89.0,64974.0,76290.0,864.0,864.0,39.0,49.0,57.0,60.0,12.0,10.0,3.0,9.0,2.0,6.0,124.0,131.0,5.0,5.0,61.0,73.0,6.0,4.0,80.0,92.0,True,36.0,2
,,50145.0,65860.0,62.0,73.0,40927.0,56436.0,654.0,723.0,15.0,36.0,71.0,46.0,7.0,8.0,0.0,9.0,2.0,3.0,87.0,85.0,3.0,3.0,42.0,40.0,4.0,0.0,66.0,71.0,True,27.0,1
,,52550.0,63954.0,65.0,72.0,46437.0,62036.0,599.0,717.0,21.0,38.0,47.0,73.0,17.0,17.0,2.0,8.0,3.0,3.0,108.0,106.0,8.0,4.0,57.0,61.0,2.0,2.0,65.0,71.0,True,29.0,1
,,61047.0,56601.0,69.0,66.0,57792.0,54761.0,518.0,557.0,44.0,42.0,43.0,395.0,5.0,5.0,6.0,6.0,1.0,3.0,99.0,112.0,5.0,9.0,51.0,49.0,4.0,0.0,68.0,66.0,False,29.0,1
,,63962.0,68461.0,72.0,75.0,51021.0,58109.0,604.0,742.0,28.0,33.0,285.0,61.0,6.0,8.0,1.0,7.0,2.0,4.0,94.0,98.0,2.0,5.0,45.0,50.0,3.0,1.0,72.0,75.0,True,33.0,2
,,45822.0,61571.0,59.0,69.0,37767.0,53551.0,594.0,695.0,11.0,36.0,42.0,32.0,1.0,12.0,1.0,7.0,1.0,5.0,80.0,91.0,1.0,2.0,44.0,49.0,4.0,1.0,59.0,69.0,True,25.0,1
,,81639.0,78233.0,80.0,80.0,70223.0,67830.0,886.0,863.0,30.0,35.0,86.0,187.0,22.0,21.0,8.0,5.0,5.0,5.0,121.0,111.0,6.0,3.0,71.0,66.0,2.0,4.0,80.0,80.0,False,40.0,2
,,53563.0,41393.0,65.0,56.0,50508.0,34230.0,707.0,536.0,31.0,10.0,41.0,33.0,12.0,9.0,9.0,0.0,5.0,0.0,90.0,81.0,0.0,0.0,44.0,39.0,6.0,2.0,64.0,56.0,False,23.0,1
131238.0,128233.0,77828.0,89030.0,80.0,84.0,63210.0,72474.0,802.0,881.0,40.0,46.0,61.0,74.0,7.0,9.0,1.0,6.0,1.0,7.0,120.0,105.0,8.0,6.0,66.0,51.0,3.0,3.0,80.0,83.0,True,35.0,2
,,37031.0,37557.0,53.0,53.0,27569.0,35489.0,250.0,248.0,5.0,13.0,0.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,46.0,17.0,0.0,0.0,26.0,4.0,0.0,0.0,53.0,52.0,False,24.0,1
,,44909.0,53465.0,59.0,65.0,36914.0,47924.0,557.0,673.0,14.0,20.0,127.0,52.0,12.0,15.0,0.0,7.0,0.0,5.0,88.0,99.0,1.0,7.0,49.0,55.0,0.0,3.0,58.0,65.0,True,26.0,1
,,89046.0,79673.0,86.0,81.0,72735.0,68662.0,800.0,763.0,46.0,41.0,80.0,56.0,11.0,16.0,7.0,3.0,7.0,2.0,105.0,116.0,3.0,8.0,55.0,60.0,1.0,1.0,86.0,82.0,False,38.0,2
,,42109.0,54919.0,57.0,66.0,34791.0,51227.0,551.0,573.0,10.0,39.0,33.0,30.0,7.0,7.0,1.0,10.0,1.0,5.0,88.0,64.0,1.0,0.0,37.0,31.0,6.0,3.0,57.0,66.0,True,23.0,1
,,75306.0,60399.0,79.0,70.0,66978.0,52799.0,684.0,586.0,55.0,31.0,70.0,258.0,5.0,9.0,10.0,2.0,7.0,0.0,111.0,103.0,7.0,3.0,55.0,47.0,7.0,3.0,78.0,70.0,False,30.0,2
128458.0,96253.0,28929.0,46182.0,46.0,60.0,26055.0,49716.0,183.0,231.0,9.0,50.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,52.0,29.0,0.0,0.0,29.0,10.0,0.0,0.0,46.0,59.0,True,22.0,1
,,56687.0,50264.0,67.0,62.0,47958.0,39242.0,577.0,590.0,37.0,14.0,62.0,27.0,1.0,1.0,8.0,1.0,4.0,0.0,82.0,80.0,3.0,5.0,39.0,35.0,1.0,3.0,67.0,62.0,False,26.0,1
130580.0,129416.0,42091.0,56704.0,56.0,69.0,36081.0,54825.0,522.0,580.0,15.0,40.0,92.0,44.0,13.0,33.0,0.0,7.0,1.0,5.0,79.0,80.0,3.0,0.0,46.0,53.0,0.0,1.0,56.0,68.0,True,23.0,1
25083.0,20792.0,75449.0,62372.0,79.0,71.0,62060.0,50759.0,904.0,825.0,33.0,14.0,72.0,205.0,74.0,23.0,9.0,1.0,4.0,3.0,119.0,109.0,8.0,6.0,66.0,61.0,1.0,0.0,78.0,74.0,False,31.0,2
,,98753.0,106040.0,87.0,89.0,78805.0,83704.0,995.0,1187.0,31.0,37.0,98.0,165.0,31.0,26.0,8.0,7.0,6.0,5.0,121.0,130.0,9.0,7.0,99.0,72.0,5.0,1.0,89.0,89.0,True,49.0,2
